id,name,address,city_id,location,description,price,place type,food_type
537,Osteria Santo Spirito," (Piazza Santo Spirito, 16)",4,43.76665168669533  11.2468047253303, Cozy trattoria serving traditional Tuscan dishes in a charming atmosphere.,40,restaurant,fine dinning
538,Trattoria Mario,"Via Rosina, 2r",4,43.776715404581225  11.254570367659035,Popular local spot offering classic Florentine cuisine and a lively ambiance.,6,restaurant,traditional
539,Il Latini ,"Via dei Palchetti, 6/r",4,43.77174747547385  11.249333496494666,Historic steakhouse known for its hearty Tuscan dishes and warm hospitality.,35,restaurant,fine dining
540,La Giostra,"Borgo Pinti, 12r",4,43.77225691613307  11.262198538822867,Romantic restaurant serving Tuscan and international cuisine in an elegant setting.,30,restaurant,sea food
541,Buca Lapi,"Via del Trebbio, 1r",4,43.77297222561099  11.251307383002423,"Renowned restaurant housed in a historic cellar, serving Florentine specialties.",5,restaurant,traditional
542,Trattoria Zà Zà,"Piazza del Mercato Centrale, 26r",4,43.77649401173101  11.25442703882313,Vibrant trattoria offering a mix of Tuscan and international dishes.,4,restaurant,traditional
543,Il Pizzaiuolo,"Via dei Macci, 113r",4,43.771335231567676  11.266172417037776, Authentic pizzeria serving Neapolitan-style pizzas cooked in a wood-fired oven.,7,restaurant,fast food
544,All'Antico Vinaio,"Via dei Neri, 74r",4,43.76936540404297  11.25728873214846,Popular panini shop known for its generous sandwiches filled with Tuscan ingredients.,4,restaurant,dessert
545,Il Santo Bevitore,"Via Santo Spirito, 64r",4,43.76914763821876  11.246752994643208, Rustic-chic restaurant offering creative Tuscan dishes and an extensive wine list.,3,restaurant,dessert
546,Trattoria Sostanza,"Via del Porcellana, 25r",4,43.77276483728073  11.247081869510115,"Historic trattoria specializing in Florentine cuisine, famous for its butter chicken.",30,restaurant,fine dinning
547,Ora d'Aria,"Via dei Georgofili, 11r",4,43.76858168244542  11.254797809986764, Michelin-starred restaurant serving innovative and refined Italian cuisine.,5,restaurant,fast food
548,La Buchetta Food & Wine,"Via dei Benci, 3r",4,43.767471041259434  11.259161225330313, Intimate restaurant known for its traditional Tuscan dishes and extensive wine selection.,4,restaurant,fast food
549,Cibrèo,"Via Andrea del Verrocchio, 8r",4,43.77250644805681  11.252756058063273, Acclaimed restaurant offering a modern twist on traditional Tuscan recipes.,12,restaurant,sea food
550,Il Cibreo Trattoria ,"Via dei Macci, 122r",4,43.77151715173039  11.266584326081604,"Sister restaurant of Cibrèo, serving delicious Tuscan cuisine in a casual setting.",35,restaurant,fine dinning
551,Golden View Open Bar,"Via dei Bardi, 58r",4,43.76739867401006 11.253450831633419,"Riverside restaurant with panoramic views, serving Italian and sea food dishes.",10,restaurant,traditional
552,Il Guscio,"Via dell'Orto, 49r",4,43.76921170997854  11.240410025330407,Charming sea food restaurant known for its fresh sea food and cozy atmosphere.,6,restaurant,fast food
553,Ristorante del Fagioli,"Corso dei Tintori, 47r",4,43.76768641939767 11.259668667658556,Historic trattoria serving classic Tuscan dishes in a traditional setting.,16,restaurant,sea food
554,Osteria del Cinghiale Bianco,"Borgo S. Jacopo, 43r",4,43.76762443669496 11.25964720998675," Traditional Tuscan osteria specializing in game dishes, including wild boar.",6,restaurant,traditional
555,La Ménagère,"Via de' Ginori, 8r",4,43.77604126601774 11.255464938823105,"Trendy restaurant and concept store, offering farm-to-table dishes and a stylish ambiance.",15,restaurant,sea food
556,Il Santo Graal ,"Via Romana, 70r",4,43.76946342085597  11.246731614172793," Cozy restaurant serving a mix of Italian and international cuisine, with vegetarian options.",10,restaurant,dessert
557,I'Brindellone," (Piazza Piattellina, 10r",4,43.76877493431054  11.242887725330375,Authentic trattoria known for its hearty Florentine dishes and friendly service.,7,restaurant,dessert
558,Ristorante Beccofino ,"Via dell'Orto, 40r",4,43.21528134212777 11.653713071962539,Elegant restaurant offering a refined menu of Italian and Mediterranean dishes.,18,restaurant,sea food
559,Le Fonticine,"Via Nazionale, 105r",4,43.777387916458125  11.251974181151377," Family-run trattoria serving traditional Tuscan cuisine, including homemade pasta.",25,restaurant,sea food
560,Il Vecchio e il Mare ,"(Via Lungo l'Affrico, 2",4,43.769866127185985  11.276088225330444," sea food restaurant located outside the city center, offering fresh fish dishes.",10,restaurant,fast food
561,Osteria Belle Donne,"Via delle Belle Donne, 16r",4,43.77225512161559 11.250703696494705,Cozy osteria serving traditional Tuscan dishes with a focus on local ingredients.,6,restaurant,fast food
562,Acqua al 2,"Via della Vigna Vecchia, 40r",4,43.77031123610866  11.25871892347917,Tuscan restaurant known for its famous blueberry steak and extensive wine selection.,5,restaurant,dessert
563,La Prosciutteria,"Via dei Neri, 54r",4,43.9226936369572  11.24463906922468," Casual eatery specializing in Italian cured meats, cheeses, and bruschetta.",40,restaurant,fine dinning
564,La Bottega del Buon Caffè,"Lungarno Benvenuto Cellini, 69r",4,43.53874627376364 11.252631795675516, Fine dining restaurant offering a refined menu of contemporary Italian cuisine.,6,restaurant,traditional
565,Osteria de' Benci,"Via de' Benci, 13r",4,43.768379809882276  11.260123202027252,Traditional osteria serving Tuscan dishes and an excellent selection of wines.,18,restaurant,sea food
566,Konnubio,"Via dei Conti, 8",4,43.77440283473441  11.253275054166652,Modern restaurant with a creative menu featuring Italian and international flavors.,10,restaurant,traditional
567,Galleria Alberto Sordi,Piazza Colonna 00187 Roma RM Italy,1,41.90122340938924 12.480575693552845,"Galleria Alberto Sordi is a historic shopping mall located in the heart of Rome. It offers a blend of elegant shops, boutiques, cafes, and restaurants, making it a popular destination for both locals and tourists.",,shopping,
568,Via del Corso,"Via del Corso, 00186 Roma RM, Italy",1,41.903369974944845 12.479473708895839,"Via del Corso is one of the main shopping streets in Rome, known for its wide range of fashion boutiques, department stores, and popular brands. It offers a vibrant shopping experience in the heart of the city.",,shopping,
569,Via Condotti,"Via dei Condotti, 00187 Roma RM, Italy",1,41.90533403993258 12.480541881910383,"Via Condotti is a prestigious street in Rome, renowned for its luxury fashion boutiques, high-end jewelry stores, and designer brands. It attracts fashion enthusiasts and luxury shoppers from around the world.",,shopping,
570,La Rinascente,"Via del Tritone, 61, 00187 Roma RM, Italy",1,41.90600659996459 12.484760359092748,"La Rinascente is a famous department store in Rome, offering a wide range of products including fashion, cosmetics, home goods, and gourmet food. It provides a modern shopping experience and a great selection of international and Italian brands.",,shopping,
571,Porta Portese Market,"Via di Porta Portese, 00153 Roma RM, Italy",1,41.87621365001004 12.467844220464272,"Porta Portese Market is one of the largest flea markets in Rome, known for its diverse selection of vintage clothing, antiques, furniture, books, and much more. It's a treasure trove for bargain hunters and collectors.",,shopping,
572,Euroma2,"Viale dell'Oceano Pacifico, 83, 00144 Roma RM, Italy",1,41.817094606674274 12.459519024233158,"Euroma2 is a modern shopping center located on the outskirts of Rome. It features a wide range of shops, including fashion, electronics, home goods, and entertainment options such as cinemas and restaurants.",,shopping,
573,Castel Romano Designer Outlet,"Via Ponte di Piscina Cupa, 64, 00128 Castel Romano RM, Italy",1,41.71704125708646 12.444494881898068,"Castel Romano Designer Outlet is a popular shopping destination near Rome, offering discounted prices on a variety of designer brands. It features a charming village-like setting and a wide selection of fashion, accessories, and homeware.",,shopping,
574,Via Cola di Rienzo,"Via Cola di Rienzo, 00192 Roma RM, Italy",1,41.90867546393559 12.465293424868166,"Via Cola di Rienzo is a vibrant shopping street in Rome, known for its mix of local boutiques, department stores, and international brands. It offers a great shopping experience with a lively atmosphere.",,shopping,
575,Via Borgognona,"Via Borgognona, 00187 Roma RM, Italy",1,41.9048949511959 12.480762251224505,"Via Borgognona is a charming street in Rome known for its luxury fashion boutiques, art galleries, and upscale shops. It offers a sophisticated shopping experience with a range of high-end brands and designer stores.",,shopping,
576,Piazza di Spagna,"Piazza di Spagna, 00187 Roma RM, Italy",1,41.90588303262488 12.482422633760393,"Piazza di Spagna is a famous square in Rome that is home to the iconic Spanish Steps. It is a popular shopping area, featuring a mix of designer boutiques, luxury brands, and renowned Italian fashion houses.",,shopping,
577,Centro Commerciale Aura,"Viale di Valle Aurelia, 30, 00167 Roma RM, Italy",1,41.904707036258145 12.437269529492056,"Centro Commerciale Aura is a modern shopping center located in Rome. It offers a wide range of shops, including fashion, electronics, home goods, and a variety of dining options, providing a convenient and enjoyable shopping experience.",,shopping,
578,Centro Commerciale ROMAEST,"Via Collatina, Km 12.800, 00132 Roma RM, Italy",1,41.91616301623824 12.660801074978163,"Centro Commerciale ROMAEST is a large shopping mall located on the outskirts of Rome. It features a wide selection of shops, including fashion, electronics, home decor, and a range of entertainment options such as cinemas and restaurants.",,shopping,
579,Maximo Shopping Center,"Via Laurentina, 865, 00143 Roma RM, Italy",1,41.810083544780966 12.486444743207326,"Maximo Shopping Center is a modern retail complex situated in the southern part of Rome. It offers a diverse range of shops, including fashion, electronics, and supermarkets, providing a convenient shopping experience for local residents.",,shopping,
580,Isola Sas di Aron Sufir,"Via in Arcione, 113, 00187 Roma RM, Italy",1,41.90394847068115 12.486074220464273,"Isola Sas di Aron Sufir is a renowned antique store located near Piazza di Spagna in Rome. It specializes in a wide range of unique and collectible antiquities, attracting antique enthusiasts and collectors from around the city.",,shopping,
581,Antiquities Alberto Di Castro,"Piazza di Spagna, 5, 00187 Roma RM, Italy",1,41.9078942371483 12.481267625824877,"Antiquities Alberto Di Castro is a prestigious antique shop situated in the vicinity of Piazza di Spagna. It offers a curated collection of fine antique furniture, artworks, and decorative objects, catering to discerning collectors and interior designers.",,shopping,
582,Carlucci Gallerie Antiquarie,"Via del Babuino, 50, 00187 Roma RM, Italy",1,41.91083250568285 12.479379350738073,"Carlucci Gallerie Antiquarie is a well-established gallery of fine antiques located on Via del Babuino. It showcases a wide array of exquisite antiquefurniture, artwork, and decorative objects, offering a unique shopping experience for antique enthusiasts and collectors in Rome.",,shopping,
583,Stone Island Store Roma,"Via del Babuino, 174/175, 00187 Roma RM, Italy",1,41.91222299611914 12.478005983529382,"Stone Island Store Roma is a flagship store located on Via del Babuino in Rome. It specializes in high-quality and innovative fashion for men, featuring the renowned Stone Island brand. The store showcases the latest collections and offers a premium shopping experience for fashion-forward individuals.",,shopping,
584,Burberry,"La Rinascente, Via del Tritone, 61, 00187 Roma RM, Italy",1,41.904813351288844 12.484529115647428,"Burberry is a renowned luxury fashion brand located in La Rinascente on Via del Tritone in Rome. The store offers a wide selection of high-end clothing, accessories, and fragrances, showcasing Burberry's iconic British style and craftsmanship.",,shopping,
585,Murano Max Murano Glass Rome,"Via dei Banchi Nuovi, 8, 00186 Roma RM, Italy",1,41.900616741905736 12.467311760232139,"Murano Max Murano Glass Rome is a specialized store located on Via dei Banchi Nuovi. It features a stunning collection of handcrafted Murano glass artworks, including vases, sculptures, jewelry, and decorative items, showcasing the renowned Venetian glassmaking tradition.",,shopping,
586,BD-SAS,"Via Milano, 35, 00184 Roma RM, Italy",1,41.90023343583015 12.491086860188688,"BD-SAS is a boutique store located on Via Milano in Rome. It offers a curated selection of trendy and fashionable clothing, accessories, and footwear for men and women. The store focuses on contemporary styles and aims to provide a unique shopping experience for fashion-conscious individuals.",,shopping,
587,Galleria Vittorio Emanuele II ," Piazza del Duomo, 20123 Milan, Italy",2,45.46616122124273 9.18985551715663,"Galleria Vittorio Emanuele II: A historic shopping mall known for its stunning architecture, located near the Duomo.",,shopping,
588,Via della Spiga,"20121 Milan, Italy",2,45.470518753830376 9.196549191379225,"Via della Spiga: A fashionable street lined with high-end boutiques and designer stores,",,shopping,
589,Via Montenapoleone,"20121 Milan, Italy",2,45.46843913825081 9.195106277894308,"Via Montenapoleone: One of the world's most famous luxury shopping streets, featuring prestigious fashion brands",,shopping,
590,Corso Como ,"Corso Como, 10, 20154 Milan, Italy",2,45.48236584610254 9.1873938220679,"Corso Como: A trendy district known for its concept stores, art galleries, and designer shops.",,shopping,
591,La Rinascente,"Via Dante, 20123 Milan, Italy",2,45.467687936085085 9.192141331606017,"La Rinascente: A renowned department store in the heart of Milan, ",,shopping,
592,Corso Buenos Aires,"Corso Buenos Aires, Milan, Italy",2,45.4746375500089 9.205129506721415,Corso Buenos Aires: A bustling shopping street known for its numerous shops,,shopping,
593,Brera District,"Brera, 20121 Milan, Italy",2,45.47261218046576 9.185219130890728,"Brera District: A charming neighborhood with narrow streets and boutiques selling art,",,shopping,
594,10 Corso Como," Corso Como, 10, 20154 Milan, Italy",2,45.48196351297278 9.187450420213258,"10 Corso Como: A concept store featuring a curated selection of fashion, design, art",,shopping,
595,Via Torino,"Via Torino, Milan, Italy",2,45.46166170137358 9.18543357788882,Via Torino: A vibrant shopping street offering a mix of popular fashion chain,,shopping,
596,Corso Vittorio Emanuele II ,"Corso Vittorio Emanuele II, Milan, Italy",2,45.46556934006219 9.195425850907617,Corso Vittorio Emanuele II: A bustling pedestrian street connecting Piazza del Duomo to Piazza San Babila,,shopping,
597,Porta Ticinese ,"Porta Ticinese, Milan, Italy",2,45.45361417359515 9.179931892264433,"Porta Ticinese: A lively area with a mix of vintage shops, trendy boutiques,",,shopping,
598,Fidenza Village ,"Via Collatina, Km 12.800, 00132 Roma RM, Italy",2,44.884301040198075 10.091142722069122,"Fidenza Village: Located outside of Milan, it's an outlet shopping destination with a wide range of designer brands offering discounted prices.",,shopping,
599,Via Manzoni -,"Via Alessandro Manzoni, Milan, Italy",2,44.86356235378698 10.062982722065872," Via Manzoni: A street known for its luxury fashion houses, upscale boutiques, and flagship stores of renowned designers.",,shopping,
600,Via della Moscova ,"Via della Moscova, Milan, Italy",2,45.48162190635116 9.190113540354144,"Via della Moscova: A trendy street featuring independent boutiques, vintage shops",,shopping,
601,Corso di Porta Romana," Corso di Porta Romana, Milan, Italy",2,45.456459037950594 9.195278449059256," Corso di Porta Romana: A street lined with shops offering a mix of local brands, designer stores, and specialty shops.",,shopping,
602,Excelsior Milano ," Galleria del Corso, 4, 20122 Milan, Italy",2,45.48640350742714 9.199295014144782,"Excelsior Milano: A luxury department store offering a curated selection of fashion, accessories, beauty, and design products.",,shopping,
603,Coin Excelsior,"Piazza Cinque Giornate, 1, 20129 Milan, Italy",2,45.46726490934323 9.186248749733645,"Coin Excelsior: A department store featuring a wide range of fashion, beauty, and home products.",,shopping,
604,Corso Magenta,"Corso Magenta, Milan, Italy",2,45.465866343063645 9.17317256440857,"Corso Magenta: A street known for its elegant shops, art galleries, and antique stores.",,shopping,
605,Rho Fiera Milano," Strada Statale del Sempione, 28, 20017 Rho MI, Italy",2,45.51946329047666 9.085647367980371,Rho Fiera Milano: An exhibition center and shopping destination located outside of Milan,,shopping,
606,CityLife Shopping District -,"Piazza Tre Torri, 20145 Milan, Italy",2,45.47835061112123 9.155451835557084,"CityLife Shopping District: A modern shopping district located in the CityLife complex. It features a mix of fashion, lifestyle",,shopping,
607,Galleria Umberto I,"Via San Carlo, 80132 Napoli NA, Italy.",3,40.838668925731845  14.249484145822406,Galleria Umberto I: A stunning 19th-century shopping gallery with elegant architecture and luxury boutiques,,shopping,
608,Via Toledo,"Via Toledo, Naples, Italy.",3,40.84298349997223  14.248882545806136,"Via Toledo: A vibrant shopping street known for its wide range of shops, including fashion boutiques, department stores, and local markets",,shopping,
609,Via Chiaia," Via Chiaia, Naples, Italy",3,40.83649239527788  14.24559561694469,"Via Chiaia: A stylish street lined with fashion boutiques, high-end shops, and trendy cafes.",,shopping,
610,Quartieri Spagnoli ," the Spanish Quarter (Quartieri Spagnoli), Naples, Italy.",3,40.8421819629226  14.246987931695205,"Quartieri Spagnoli: A lively neighborhood with a mix of traditional shops, local markets, and street vendors",,shopping,
611,Via dei Mille:," Via dei Mille, Naples, Italy.",3,40.83679736670532  14.238359191865632,Via dei Mille: A popular shopping street famous for its designer stores and upscale fashion boutiques,,shopping,
612,Via Scarlatti," Via Scarlatti, Naples, Italy.",3,40.84385546933535  14.230935532319945,"Via Scarlatti: A charming street offering a variety of shops, including clothing stores, shoe shops, and specialty stores",,shopping,
613,La Reggia Designer Outlet,"S.S. Sannitica, 81025 Marcianise CE, Italy (near Naples).",3,41.006592213103936 14.321363645831704,La Reggia Designer Outlet: A large outlet mall featuring numerous international and Italian designer brands at discounted prices. ,,shopping,
614,Galleria Borbonica,"Vico del Grottone, 4, 80132 Naples NA, Italy",3,40.83556789955186  14.246275993749508,Galleria Borbonica: A unique underground shopping complex located in the tunnels of Naples' historic Bourbon Gallery,,shopping,
615,Via San Gregorio Armeno,"Via San Gregorio Armeno, Naples, Italy.",3,40.850275144264465  14.257799174645827,"Via San Gregorio Armeno: Famous for its artisanal nativity scene figurines, this narrow street is lined with shops selling traditional crafts and souvenirs",,shopping,
616,Via Santa Caterina a Chiaia," Via Santa Caterina a Chiaia, Naples, Italy.",3,40.83529499717521  14.242121218804328,"Via Santa Caterina a Chiaia: A charming street known for its antique shops, art galleries, and vintage boutiques. ",,shopping,
617,Via San Pasquale,"Via San Pasquale, Naples, Italy",3,40.835597535403764  14.236051172831154,"PVia San Pasquale: A street in the trendy Chiaia neighborhood featuring upscale fashion boutiques, jewelry stores, and home decor shopss,",,shopping,
618,Mercato di Porta Nolana,"Via Porta Nolana, Naples, Italy.",3,40.85061448980312  14.268181817006692,"Mercato di Porta Nolana: A bustling street market offering a wide variety of fresh produce, seafood, clothing, and household items. home decor shops offering discounted prices.",,shopping,
619,Mercato di Pignasecca,"Piazza Pignasecca, Naples, Italy.",3,40.84527647513718  14.248716776524251,"Mercato di Pignasecca: A vibrant street market known for its fresh fruits, vegetables, cheeses, and local delicacies.",,shopping,
620,Mercato di Antignano,"Via Gabriele Jannelli, Naples, Italy.",3,40.84798652953567  14.227371318806942,"Mercato di Antignano: A local market offering a range of fresh produce, meat, fish, and household goods",,shopping,
621,AZZURRO,"Via Vicinale Cupa Cintia, 249/251, 80126 Napoli NA, Italy",3,"40.84087559232534, 14.190965349956327","Bright shopping complex featuring a large supermarket, fashion chains & an electronics superstore.",,shopping,
622,Centro Commerciale Auchan Giugliano," Via Campana, 80144 Giugliano in Campania NA, Italy (near Naples).",3,40.934219776276414 14.149526659343987,"Centro Commerciale Auchan Giugliano: A large shopping mall featuring a variety of retail stores, a hypermarket, and entertainment options products.",,shopping,
623,Centro Commerciale Campania," Via Santa Maria a Cubito, 81025 Marcianise CE, Italy (near Naples).",3,41.004429524105696  14.327877588174172,"Centro Commerciale Campania: One of the largest shopping centers in the region, offering a wide range of stores, restaurants, and entertainment facilities.",,shopping,
624,Centro Direzionale," Via Galileo Ferraris, 80142 Naples NA, Italy.",3,40.858385900986974  14.283541876067877,"Centro Direzionale: A business district that also houses several shopping centers, including Centro Direzionale Galleria, where you can find various shops,",,shopping,
625,Napoli Est,"Via Argine, 80147 Naples NA, Italy.",3,40.870928508014465  14.296402255939658,"Napoli Est: A shopping center featuring a mix of national and international retail brands, as well as restaurants and entertainment options",,shopping,
626,Christmas Alley,"Via S. Gregorio Armeno, 14/58, 80138 Napoli NA, Italy",3,"40.85438035891205, 14.257226639365934","The pedestrian street is only about 200 meters long, but it’s filled with artisan workshops and hundreds of nativity scenes, known as presepe.",,shopping,
627,T Fondaco dei Tedeschi,"Calle del Fontego dei Tedeschi, 30124 Venice, Italy",5,45.43841509087124 12.336788710984605,"T Fondaco dei Tedeschi is a luxurious shopping center housed in a historic building near the Rialto Bridge. It offers a wide range of high-end fashion, accessories, and lifestyle products.",,shopping,
628,Mercerie,"Mercerie, 30124 Venice, Italy",5,45.43982329348793 12.337896828172703,"Mercerie is a famous shopping street in Venice lined with a variety of shops, including fashion boutiques, jewelry stores, and artisanal shops.",,shopping,
629,Calle Larga XXII Marzo,"Calle Larga XXII Marzo, 30124 Venice, Italy",5,45.43306166210845 12.334718337969898,"Calle Larga XXII Marzo is another popular shopping street known for its luxury brands, designer stores, and upscale boutiques.",,shopping,
630,Rialto Market,"Campo della Pescheria, 30125 Venice, Italy",5,45.439768426925596 12.333705811798483,"Rialto Market is a vibrant and bustling market where you can find fresh produce, seafood, local delicacies, and souvenirs.",,shopping,
631,Fondaco dei Turchi,"Calle del Fontego dei Turchi, 30135 Venice, Italy",5,45.44207165860623 12.32842839564193,"Fondaco dei Turchi is a historical building that now houses a museum and a selection of shops selling traditional Venetian crafts, textiles, and artwork.",,shopping,
632,Frezzeria,"Frezzeria, 30124 Venice, Italy",5,45.43454500223021 12.335587910984284,"Frezzeria is a charming street in Venice known for its boutique shops, including fashion, accessories, and artisanal products.",,shopping,
633,Salizada San Moisè,"Salizada San Moisè, 30124 Venice, Italy",5,45.43338524598484 12.336672953312787,"Salizada San Moisè is a picturesque street lined with upscale stores, luxury boutiques, and art galleries.",,shopping,
634,Via XXII Marzo,"Via XXII Marzo, 30124 Venice, Italy",5,45.136059591898636 12.085584322606302,"Via XXII Marzo is a well-known shopping street featuring international fashion brands, jewelry shops, and high-end retailers.",,shopping,
635,Strada Nova,"Strada Nova, 30121 Venice, Italy",5,45.441548159584016 12.33372009564191,"Strada Nova is a lively street with an array of shops, including clothing stores, souvenir shops, and local artisan crafts.",,shopping,
636,Mercato di Rialto,"Campo della Pescaria, 30125 Venice, Italy",5,45.439794083769016 12.333722957529005,"Mercato di Rialto is an iconic market in Venice, offering various goods, including fresh produce, spices, fish, and local products.",,shopping,
637,Calle dei Fabbri,"Calle dei Fabbri, 30124 Venice, Italy",5,45.43542064249645 12.336791366805771,"Calle dei Fabbri is a charming street filled with boutique shops, art galleries, and unique artisanal crafts.",,shopping,
638,Campo Santo Stefano,"Campo Santo Stefano, 30124 Venice, Italy",5,45.43340447672624 12.330431809134149,"Campo Santo Stefano is a lively square that hosts various markets and is surrounded by shops offering clothing, accessories, and local products.",,shopping,
639,Le Mercerie del Capitello,"Le Mercerie del Capitello, 30122 Venice, Italy",5,45.43640474074816 12.337354395641528,"Le Mercerie del Capitello is a hidden gem with a selection of boutique shops, antique stores, and unique handmade items.",,shopping,
640,Calle del Paradiso,"Calle del Paradiso, 30125 Venice, Italy",5,45.43749121056667 12.334330937970144,"Calle del Paradiso is a narrow alleyway known for its artisan workshops, vintage clothing stores, and local craftsmanship.",,shopping,
641,Calle Larga San Marco,"Calle Larga San Marco, 30124 Venice, Italy",5,45.43534531410696 12.339490724477178,"Calle Larga San Marco is a bustling street near St. Mark's Square, offering a mix of designer boutiques, upscale shops, and souvenir stalls.",,shopping,
642,Libreria Acqua Alta,"Calle Longa Santa Maria Formosa, 5176/B, 30122 Venice, Italy",5,45.43807010963985 12.342173978448717,"Libreria Acqua Alta is a unique bookstore filled with books stacked in gondolas and bathtubs, creating a whimsical shopping experience.",,shopping,
643,Squero di San Trovaso,"Dorsoduro, 3052, 30123 Venice, Italy",5,45.4304219558334 12.325899324476875,Squero di San Trovaso is a traditional gondola boatyard where you can witness the craftsmanship of gondola-making and find nautical-themed souvenirs.,,shopping,
644,Ba?ù,"Calle del Scaleter, 2888/A, 30122 Venice, Italy",5,45.43875506479433 12.329299094768464,"Ba?ù is a concept store offering a curated selection of unique fashion, accessories, and home decor items from emerging designers.",,shopping,
645,Via Garibaldi,"Via Giuseppe Garibaldi, 30122 Venice, Italy",5,45.43246306629741 12.353157295641282,"Via Garibaldi is a lively street in the Castello district, known for its local shops, artisanal products, and charming cafes.",,shopping,
646,I Tre Mercanti,"Calle dei Fabbri, 1323, 30124 Venice, Italy",5,45.436382840786166 12.339383724477264,Elegant boutique carrying gourmet Italian foods & wines & making tiramisu in many different flavors.,,shopping,
647,Via de' Tornabuoni,"City center, Florence",4,43.77106432439211  11.251374096494624,Prestigious shopping street with high-end fashion boutiques.,,shopping,
648,Mercato Centrale," Piazza del Mercato Centrale, Florence",4,43.77647215072686  11.25283227031003, Indoor food market with fresh produce and local delicacies.,,shopping,
649,San Lorenzo Market,"Piazza San Lorenzo, Florence",4,43.77663799817249  11.252844525330863,Vibrant market for leather goods and souvenirs.,,shopping,
650,Ponte Vecchio," Across the Arno River, Florence",4,43.76806443138688  11.253186411838058,Historic bridge with jewelry shops.,,shopping,
651,Via del Corso,"City center, Florence",4,43.771589581133114  11.256695352315171, Popular shopping street with international brands.,,shopping,
652,The Mall Firenze," Via Europa 8, Leccio Reggello, Florence",4,43.778438270344076  11.247499744563758,Luxury outlet shopping destination.,,shopping,
653,Oltrarno District,"South of the Arno River, Florence",4,43.76617904140871  11.2501486086048, Bohemian neighborhood with artisan workshops and antique stores.,,shopping,
654,Via dei Calzaiuoli,"City center, Florence",4,43.77166511766622  11.25532686765872,Lively street with shops and boutiques.,,shopping,
655,Via Maggio,"Oltrarno District, Florence",4,43.76671893452393  11.248835009986706,Street with antique shops and art galleries.,,shopping,
656,Via Roma," City center, Florence",4,43.77234497415806  11.25444982533061, Bustling street with department stores and fashion boutiques.,,shopping,
657,Via del Proconsolo,"City center, Florence",4,43.77132141855673  11.257957825330573, Charming street with artisan workshops and shops.,,shopping,
658,Via Strozzi,"City center, Florence",4,43.77168971227526  11.25248000998699,Prestigious street with high-fashion stores.,,shopping,
659,Via della Vigna Nuova," City center, Florence",4,43.77129813956082  11.249635967658776, Street with international fashion brands and boutique shops.,,shopping,
660,Via dei Benci:,"Santa Croce neighborhood, Florence",4,43.767965892550905  11.259554938822665,Lively street with trendy fashion boutiques.,,shopping,
661,Via Por Santa Maria,"City center, Florence",4,43.76903484307901 11.253781881150903, Pedestrian street with shops and restaurants.,,shopping,
662,Via Magenta,"Near Santa Maria Novella train station, Florence",4,43.77613117879981 11.239742309987209,Street with vintage clothing stores.,,shopping,
663,Via dei Serragli,"Oltrarno District, Florence",4,43.76527898971804  11.244224209986555,Street with artisan workshops and vintage shops.,,shopping,
664,Via dei Servi,"City center, Florence",4,43.774916262326016  11.25862602533079,Street with shops and cafes.,,shopping,
665,Officina Profumo-Farmaceutica di Santa Maria Nov20. Via Roma,"City center, Florence",4,43.772108616517286 11.254623309986988,Bustling street with department stores and fashion boutiques.,,shopping,
666,Via del Proconsolo,"City center, Florence",4,43.77125943962089 11.257968554166476, Charming street with artisan workshops and shops.,,shopping,
667,Via Strozzi,"City center, Florence",4,43.771658723006205  11.25248000998699, Prestigious street with high-fashion stores.,,shopping,
668,Via della Vigna Nuova,"City center, Florence",4,43.77132138165425  11.249635967658776, Street with international fashion brands and boutique shops.,,shopping,
669,Santa Trinita Market,"Piazza Santa Trinita, Florence",4,43.77016234132639  11.251303809986902," An open-air market where you can find clothing, shoes,",,shopping,
670,Porta Rossa,"Shopping street known for boutique stores and high-end fashion brands, offering a mix of clothing, accessories, and luxury items.",4,43.770399573443065  11.25368682533048,"end fashion brands, offering a mix of clothing, accessories, and luxury items.",,shopping,

